dropout experiment with dropout=0.5
-Iter 0, Training Loss= 4.794883, Accuracy Top1 = 0.0000, Top5 = 0.0625
-Iter 7300, Validation Loss= 2.819549, Accuracy Top1 = 0.2812, Top5 = 0.5469
-Iter 7350, Training Loss= 2.724206, Accuracy Top1 = 0.3281, Top5 = 0.5469
-Iter 7350, Validation Loss= 3.445903, Accuracy Top1 = 0.2344, Top5 = 0.4219
-Iter 7400, Training Loss= 2.784796, Accuracy Top1 = 0.2969, Top5 = 0.6250
-Iter 7400, Validation Loss= 2.743748, Accuracy Top1 = 0.3750, Top5 = 0.5781
-Iter 7450, Training Loss= 2.755484, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 7450, Validation Loss= 2.366034, Accuracy Top1 = 0.3906, Top5 = 0.7344
-Iter 7500, Training Loss= 2.413441, Accuracy Top1 = 0.3750, Top5 = 0.6562
-Iter 7500, Validation Loss= 2.475069, Accuracy Top1 = 0.3594, Top5 = 0.6562
-Iter 7550, Training Loss= 2.528517, Accuracy Top1 = 0.2812, Top5 = 0.6094
-Iter 7550, Validation Loss= 2.744813, Accuracy Top1 = 0.3281, Top5 = 0.6562
-Iter 7600, Training Loss= 3.033107, Accuracy Top1 = 0.2969, Top5 = 0.5625
-Iter 7600, Validation Loss= 3.678266, Accuracy Top1 = 0.2188, Top5 = 0.4375
-Iter 7650, Training Loss= 2.785156, Accuracy Top1 = 0.3281, Top5 = 0.5781
-Iter 7650, Validation Loss= 2.520551, Accuracy Top1 = 0.3125, Top5 = 0.6406
