dropout experiment with dropout=0.4
-Iter 0, Training Loss= 4.985899, Accuracy Top1 = 0.0000, Top5 = 0.0312
-Iter 7300, Validation Loss= 2.891310, Accuracy Top1 = 0.2969, Top5 = 0.5781
-Iter 7350, Training Loss= 2.587895, Accuracy Top1 = 0.3750, Top5 = 0.6562
-Iter 7350, Validation Loss= 3.508655, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 7400, Training Loss= 2.508286, Accuracy Top1 = 0.3594, Top5 = 0.6250
-Iter 7400, Validation Loss= 2.766342, Accuracy Top1 = 0.3750, Top5 = 0.5781
-Iter 7450, Training Loss= 2.700161, Accuracy Top1 = 0.2812, Top5 = 0.6406
-Iter 7450, Validation Loss= 2.327562, Accuracy Top1 = 0.4531, Top5 = 0.7344
-Iter 7500, Training Loss= 2.400383, Accuracy Top1 = 0.3438, Top5 = 0.6250
-Iter 7500, Validation Loss= 2.446698, Accuracy Top1 = 0.3594, Top5 = 0.6875
-Iter 7550, Training Loss= 2.625051, Accuracy Top1 = 0.2969, Top5 = 0.5938
-Iter 7550, Validation Loss= 2.592143, Accuracy Top1 = 0.3438, Top5 = 0.6094
-Iter 7600, Training Loss= 2.492419, Accuracy Top1 = 0.3438, Top5 = 0.6562
-Iter 7600, Validation Loss= 2.961353, Accuracy Top1 = 0.3594, Top5 = 0.5938
