dropout experiment with dropout=0.3
-Iter 0, Training Loss= 4.796388, Accuracy Top1 = 0.0156, Top5 = 0.0625
-Iter 7300, Validation Loss= 2.831859, Accuracy Top1 = 0.3281, Top5 = 0.5000
-Iter 7350, Training Loss= 2.743430, Accuracy Top1 = 0.2188, Top5 = 0.5781
-Iter 7350, Validation Loss= 3.435441, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 7400, Training Loss= 2.772978, Accuracy Top1 = 0.2812, Top5 = 0.6094
-Iter 7400, Validation Loss= 2.896595, Accuracy Top1 = 0.3750, Top5 = 0.5625
-Iter 7450, Training Loss= 3.047710, Accuracy Top1 = 0.2344, Top5 = 0.4844
-Iter 7450, Validation Loss= 2.513429, Accuracy Top1 = 0.4062, Top5 = 0.7188
-Iter 7500, Training Loss= 2.487745, Accuracy Top1 = 0.3281, Top5 = 0.6875
-Iter 7500, Validation Loss= 2.700366, Accuracy Top1 = 0.2969, Top5 = 0.6094
-Iter 7550, Training Loss= 2.916465, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 7550, Validation Loss= 2.847959, Accuracy Top1 = 0.2969, Top5 = 0.5625
-Iter 7600, Training Loss= 2.672611, Accuracy Top1 = 0.3438, Top5 = 0.5781
-Iter 7600, Validation Loss= 3.034938, Accuracy Top1 = 0.2500, Top5 = 0.6094
