dropout experiment with dropout=0.6
-Iter 0, Training Loss= 4.884270, Accuracy Top1 = 0.0156, Top5 = 0.0469
-Iter 7300, Validation Loss= 2.766259, Accuracy Top1 = 0.3594, Top5 = 0.5781
-Iter 7350, Training Loss= 2.564467, Accuracy Top1 = 0.3125, Top5 = 0.6250
-Iter 7350, Validation Loss= 3.560623, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 7400, Training Loss= 2.350681, Accuracy Top1 = 0.3906, Top5 = 0.7188
-Iter 7400, Validation Loss= 2.607604, Accuracy Top1 = 0.3750, Top5 = 0.6406
-Iter 7450, Training Loss= 2.712324, Accuracy Top1 = 0.3125, Top5 = 0.5156
-Iter 7450, Validation Loss= 2.339889, Accuracy Top1 = 0.3906, Top5 = 0.7031
-Iter 7500, Training Loss= 2.410075, Accuracy Top1 = 0.3750, Top5 = 0.6875
-Iter 7500, Validation Loss= 2.453667, Accuracy Top1 = 0.3438, Top5 = 0.6875
-Iter 7550, Training Loss= 2.616121, Accuracy Top1 = 0.2812, Top5 = 0.6562
-Iter 7550, Validation Loss= 2.570231, Accuracy Top1 = 0.3281, Top5 = 0.6406
-Iter 7600, Training Loss= 2.458979, Accuracy Top1 = 0.4062, Top5 = 0.6719
-Iter 7600, Validation Loss= 3.069753, Accuracy Top1 = 0.2969, Top5 = 0.5156
-Iter 7650, Training Loss= 2.739436, Accuracy Top1 = 0.3438, Top5 = 0.6250
-Iter 7650, Validation Loss= 2.230922, Accuracy Top1 = 0.3906, Top5 = 0.7031
